"city","state","country","report_summary","report_status","report_type","report_magnitude","land_uses","reporter_name","date_of_reform","last_updated","is_verified","is_magnitude_regional","is_magnitude_citywide","is_magnitude_citycenter","is_magnitude_transit","is_magnitude_mainstreet","is_type_eliminated","is_type_reduced","is_type_maximums","is_uses_alluses","is_uses_residential","is_uses_commercial","is_uses_lowdensity","is_uses_multifamily","is_no_mandate_city","population","is_notable","is_recent","citation_url","lat","long","id","magnitude_encoded","border_encoded","land_use_encoded","population_encoded","city_search","is_special"
"Kalkaska","MI","US","On May 26, 2022, Kalkaska adopted a new zoning code, which eliminated parking minimums citywide and implemented parking maximums.","Implemented","Eliminate Parking Minimums, Parking Maximums","Citywide","All Uses","Samuel Deetz","May 26, 2022","January 3, 2024, 10:26:04 AM PST",0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,2132,"false","false","https://parkingreform.org/mandates-map/city_detail/Kalkaska_MI.html",44.731332,-85.177927,"KalkaskaMIUS","Citywide","Citywide All","city",0.2,"Kalkaska, MI","not_special_icon"
"Kankakee","IL","US","Non-residential properties within the Downtown area zoned C-3 or properties zoned C-2 east of Washington, north of the Kankakee River, west of Indiana Avenue and south of Oak Street, as depicted in Figure 10-2, are not required to provide off-street parking. However, applications for new uses must provide the location of parking/loading spaces. Residential uses located within the Downtown are required to provide a minimum of 1 parking space per unit, irrespective of the number of bedrooms per unit. ","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:11 AM PST",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,24052,"false","false","https://parkingreform.org/mandates-map/city_detail/Kankakee_IL.html",41.1200325,-87.8611531,"KankakeeILUS","City Center","City Center","building",0.2,"Kankakee, IL","not_special_icon"
"Kankakee County","IL","US","When the application of the off-street parking regulations results in a requirement of not more than three spaces on a single lot in a commercial district, such parking spaces need not be provided, although when two or more uses are located on a lot only one of the uses may be eligible for the exemption. This exemption does not apply to dwelling units.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:11 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,107502,"false","false","https://parkingreform.org/mandates-map/city_detail/KankakeeCounty_IL.html",41.1253903,-87.848682,"Kankakee CountyILUS","City Center","City Center All","city",0.4,"Kankakee County, IL","not_special_icon"
"Kansas City","MO","US","There are no parking mandates in the downtown core and various levels of exemption for commercial and residential uses in several adjacent districts.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","","","November 28, 2023, 11:47:04 AM PST",1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,495327,"","","https://parkingreform.org/mandates-map/city_detail/KansasCity_MO.html",39.100105,-94.5781416,"Kansas CityMOUS","City Center","City Center All","city",0.7,"Kansas City, MO","not_special_icon"
"Kassel","HE","DE","Parking space regulations were allowed to expire at the end of September 2023. While there are no specific requirements, a project may still be required to provide parking as part of the approval process and the state building code requires a ""suitable"" number of parking spaces.","Implemented","Eliminate Parking Minimums","Citywide","All Uses","Samuel Deetz","Oct 1, 2023","May 3, 2024, 7:29:20 PM PDT",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,204202,"false","false","https://parkingreform.org/mandates-map/city_detail/Kassel_HE.html",51.3154546,9.4924096,"KasselHEDE","Citywide","Citywide All","city",0.7,"Kassel, HE","not_special_icon"
"Kasson","MN","US","The following portion of the central business district is exempt from parking requirements: the area bounded on the south by the railroad right-of-way, on the east by the center of First Avenue East, on the west by the center of Fifth Avenue West and on the north by the center of the alley between Main Street and First Street North.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:05 AM PST",1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6851,"false","false","https://parkingreform.org/mandates-map/city_detail/Kasson_MN.html",44.0297055,-92.7503451,"KassonMNUS","City Center","City Center All","city",0.2,"Kasson, MN","not_special_icon"
"Kearney","NE","US","Any use within the CBD, Kearney Center Mixed District is exempt from the off-street parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:06 AM PST",1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,33790,"false","false","https://parkingreform.org/mandates-map/city_detail/Kearney_NE.html",40.699478,-99.081858,"KearneyNEUS","City Center","City Center All","city",0.2,"Kearney, NE","not_special_icon"
"Keego Harbor","MI","US","On-street parking may count towards parking requirements.","Implemented","Reduce Parking Minimums","Citywide","All Uses","Samuel Deetz","","March 19, 2024, 4:06:23 PM PDT",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2764,"false","false","https://parkingreform.org/mandates-map/city_detail/KeegoHarbor_MI.html",42.6080884,-83.3438248,"Keego HarborMIUS","Citywide","Citywide All","city",0.2,"Keego Harbor, MI","not_special_icon"
"Kemmerer","WY","US","Uses along Pine Avenue from Garnet Street to Emerald Street, and along South Main and J.C. Penney Drive are exempt from minimum parking requirements. Elsewhere, a fee in lieu of parking in the amount of Five Hundred Dollars ($500.00) per space may be provided for up to thirty-five percent (35%) of the required spaces.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums","Main Street/Special","All Uses","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2415,"false","false","https://parkingreform.org/mandates-map/city_detail/Kemmerer_WY.html",41.7924606,-110.537711,"KemmererWYUS","Main Street","Main Street","city",0.2,"Kemmerer, WY","not_special_icon"
"Kenilworth","IL","US","Nonresidential uses on the ground floor in the B Business District are exempt from minimum parking requirements. The maximum number of parking spaces permitted on a lot in a residential district is the larger of three or the largest whole number (disregarding fractions) determined by dividing the total number of square feet of the lot by 3,500; provided, however, that single-family attached dwellings are permitted to have a maximum of two parking spaces per dwelling unit regardless of lot area.","Implemented","Eliminate Parking Minimums, Parking Maximums","City Center/Business District","Commercial","Samuel Deetz","","December 28, 2023, 3:09:11 PM PST",0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2514,"false","false","https://parkingreform.org/mandates-map/city_detail/Kenilworth_IL.html",42.0894728,-87.7149295,"KenilworthILUS","City Center","City Center","building",0.2,"Kenilworth, IL","not_special_icon"
"Kenner","LA","US","Parking maximums apply to surface parking lots except in the S-I, L-I, H-I, and AH-I Districts.","Implemented","Parking Maximums","Main Street/Special","All Uses","Samuel Deetz","","February 21, 2024, 11:20:10 AM PST",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,66448,"false","false","https://parkingreform.org/mandates-map/city_detail/Kenner_LA.html",29.9942265,-90.2417806,"KennerLAUS","Main Street","Main Street","city",0.2,"Kenner, LA","not_special_icon"
"Kenora","ON","CA","When a new use commences in an existing building located in the area designated Harbourtown Centre in the Official Plan, no additional parking is required beyond that already supplied, provided that the building’s gross floor area is not increased.","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:16 AM PST",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,14967,"false","false","https://parkingreform.org/mandates-map/city_detail/Kenora_ON.html",49.766424,-94.490911,"KenoraONCA","City Center","City Center All","city",0.2,"Kenora, ON","not_special_icon"
"Kenosha","WI","US","Parking requirements within the B-3 Central Business District, B-4 Mixed-Use District and B-5 Downtown Mixed Use District are reduced for most uses. Within the Downtown Parking Requirement Boundary, as shown in Figure 3-2, parking requirements are waived for any uses on the first or second floors, with reduced requirements for third floor uses or above.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:17 AM PST",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,99986,"false","false","https://parkingreform.org/mandates-map/city_detail/Kenosha_WI.html",42.5846773,-87.8212263,"KenoshaWIUS","City Center","City Center All","city",0.2,"Kenosha, WI","not_special_icon"
"Kent","WA","US","Within the Downtown Commercial District, no off-street parking is required, except for multifamily residential development. Parking maximums apply to nonresidential development. Within the Downtown Commercial Enterprise District – West and Downtown Commercial Enterprise District – East, nonresidential parking requirements are reduced and parking maximums apply to most uses.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums, Parking Maximums","City Center/Business District","Commercial, Other","Samuel Deetz","","February 22, 2024, 12:21:27 PM PST",0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,136588,"false","false","https://parkingreform.org/mandates-map/city_detail/Kent_WA.html",47.3826903,-122.2270272,"KentWAUS","City Center","City Center","building",0.4,"Kent, WA","not_special_icon"
"Kent","OH","US","The C-D Commercial Downtown District is exempt from parking mandates, however, uses must still provide a parking plan.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","June 11, 2024, 9:16:43 AM PDT",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,28215,"false","false","https://parkingreform.org/mandates-map/city_detail/Kent_OH.html",41.1513108,-81.3578047,"KentOHUS","City Center","City Center All","city",0.2,"Kent, OH","not_special_icon"
"Kenton","OH","US","The B-2 Downtown Business District is exempt from parking mandates.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","Feb 28, 1966","June 5, 2024, 11:07:31 AM PDT",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,7947,"false","false","https://parkingreform.org/mandates-map/city_detail/Kenton_OH.html",40.6478171,-83.6089968,"KentonOHUS","City Center","City Center All","city",0.2,"Kenton, OH","not_special_icon"
"Kenyon","MN","US","The C-1 Downtown Commercial District is exempt from parking mandates.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","February 21, 2024, 11:36:03 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1894,"false","false","https://parkingreform.org/mandates-map/city_detail/Kenyon_MN.html",44.2721868,-92.9854841,"KenyonMNUS","City Center","City Center All","city",0.2,"Kenyon, MN","not_special_icon"
"Keokuk","IA","US","The C-3 central business district is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:07 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9900,"false","false","https://parkingreform.org/mandates-map/city_detail/Keokuk_IA.html",40.3973423,-91.385202,"KeokukIAUS","City Center","City Center All","city",0.2,"Keokuk, IA","not_special_icon"
"Ketchum","ID","US","In the community core and tourist zone, residential units under 750 square feet are exempt from providing any parking. Community housing, restaurants and food service, the first 5,500 sf of retail use, the first 5,500 square feet of assembly use (theaters, conference centers etc.), are exempt from providing any parking in the community core and tourist zone.","Implemented","Eliminate Parking Minimums","City Center/Business District","Low Density (SF) Residential, Commercial","Michael David","","November 28, 2023, 11:47:03 AM PST",1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,2855,"","","https://parkingreform.org/mandates-map/city_detail/Ketchum_ID.html",43.680741,-114.363662,"KetchumIDUS","City Center","City Center","laptop",0.2,"Ketchum, ID","not_special_icon"
"Ketchum","OK","US","Parking requirements are reduced for retail uses in the C-3 general commercial district.","Implemented","Reduce Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","May 9, 2024, 10:11:57 AM PDT",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,471,"false","false","https://parkingreform.org/mandates-map/city_detail/Ketchum_OK.html",36.5245268,-95.0238513,"KetchumOKUS","City Center","City Center","building",0.2,"Ketchum, OK","not_special_icon"
"Kettering","OH","US","The minimum parking spaces required for the Office Use Group are reduced by 15% within NC pattern districts and 30% within TC pattern districts. The minimum parking spaces required for the Commercial Use Group are reduced by 25% within NC pattern districts and 40% within TC pattern districts. Adjacent on-street parking may count towards minimum parking requirements for nonresidential uses in all districts.","Implemented","Reduce Parking Minimums","Citywide, City Center/Business District","Commercial, Other, Industrial","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,57377,"false","false","https://parkingreform.org/mandates-map/city_detail/Kettering_OH.html",39.6895036,-84.1688274,"KetteringOHUS","Citywide","Citywide","building",0.2,"Kettering, OH","not_special_icon"
"Kewanee","IL","US","When a building is erected in the Central Business District and the compliance with the regulations and requirements for off-street parking would result in impractical difficulties or undue hardship, the applicant for a permit to erect or enlarge a building may elect to pay a fee-in-lieu of required parking of $1,200 for each required parking space. ","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:14 AM PST",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,12509,"false","false","https://parkingreform.org/mandates-map/city_detail/Kewanee_IL.html",41.2455927,-89.9248303,"KewaneeILUS","City Center","City Center All","city",0.2,"Kewanee, IL","not_special_icon"
"Kewaskum","WI","US","The B-3 Central Business District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:06 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4309,"false","false","https://parkingreform.org/mandates-map/city_detail/Kewaskum_WI.html",43.5213798,-88.2278645,"KewaskumWIUS","City Center","City Center All","city",0.2,"Kewaskum, WI","not_special_icon"
"Keyport","NJ","US","There are no parking minimums for the general commercial (GC) district (Downtown Keyport). The GC district is approximately 76 acres and accounts for approximately 8% of the Borough.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Andrew Kelsey","","November 28, 2023, 11:47:04 AM PST",1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6977,"false","false","https://parkingreform.org/mandates-map/city_detail/Keyport_NJ.html",40.4331631,-74.1995883,"KeyportNJUS","City Center","City Center All","city",0.2,"Keyport, NJ","not_special_icon"
"Kilkenny","County Kilkenny","IE","Nonresidential uses are exempt from parking mandates and instead have parking maximums. A fee in lieu of parking may be provided for residential uses.","Implemented","Eliminate Parking Minimums, Parking Maximums, Reduce Parking Minimums","Citywide","Other, Industrial, Commercial","Samuel Deetz","","July 9, 2024, 12:17:50 PM PDT",0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,27184,"false","false","https://parkingreform.org/mandates-map/city_detail/Kilkenny_CountyKilkenny.html",52.6506255,-7.2514438,"KilkennyCounty KilkennyIE","Citywide","Citywide","building",0.2,"Kilkenny, County Kilkenny","not_special_icon"
"Killeen","TX","US","The area bounded by Avenue G, Park Street, Green Avenue and 12th Street is exempt from parking mandates.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","February 14, 2024, 1:13:56 PM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,153095,"false","false","https://parkingreform.org/mandates-map/city_detail/Killeen_TX.html",31.1171441,-97.727796,"KilleenTXUS","City Center","City Center All","city",0.4,"Killeen, TX","not_special_icon"
"Kimball","NE","US","Off-street parking is not required in the C-1 Central Business District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:09 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2290,"false","false","https://parkingreform.org/mandates-map/city_detail/Kimball_NE.html",41.2371713,-103.6629577,"KimballNEUS","City Center","City Center All","city",0.2,"Kimball, NE","not_special_icon"
"Kimberly","WI","US","Nonresidential uses with street frontages located in the following defined areas are exempted from minimum parking requirements:
(a)  Kimberly Avenue between Railroad Street and Wilson Street; and
(b)  Main Street north of Kimberly Avenue.","Implemented","Eliminate Parking Minimums","Main Street/Special","Commercial, Other","Samuel Deetz","","November 28, 2023, 11:47:16 AM PST",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,7320,"false","false","https://parkingreform.org/mandates-map/city_detail/Kimberly_WI.html",44.2717086,-88.3400807,"KimberlyWIUS","Main Street","Main Street All","building",0.2,"Kimberly, WI","not_special_icon"
"Kings Mountain","NC","US","Parking maximums exist for all uses. Detached single-family dwellings or duplex developments on individual lots are exempt from parking requirements, however, they must maintain an area large enough to accommodate two off-street parking spaces. The minimum and maximum parking requirements do not apply to nonresidential uses in the Central Business District (CB), while parking requirements in the Walkable Center development type of the Mixed Use (MU) district are reduced by 50 percent.","Implemented","Parking Maximums, Reduce Parking Minimums, Eliminate Parking Minimums","City Center/Business District","Commercial, Residential","Samuel Deetz","","November 28, 2023, 11:47:15 AM PST",0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,11142,"false","false","https://parkingreform.org/mandates-map/city_detail/KingsMountain_NC.html",35.2450607,-81.3410516,"Kings MountainNCUS","City Center","City Center","laptop",0.2,"Kings Mountain, NC","not_special_icon"
"Kingsford","MI","US","The central business district is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:12 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,5139,"false","false","https://parkingreform.org/mandates-map/city_detail/Kingsford_MI.html",45.794956,-88.072071,"KingsfordMIUS","City Center","City Center All","city",0.2,"Kingsford, MI","not_special_icon"
"Kingston","ON","CA","Citywide removal of minimums for all non-residential uses, citywide removal of minimums for affordable residential units, citywide removal of minimums for designated heritage properties. Citywide reduction in minimums for residential, with cash-in-lieu option to bring down to zero (funds used to support car-share). Citywide maximums for multi-unit residential. This went into effect in 2022.","Implemented","Eliminate Parking Minimums, Parking Maximums","Citywide","Commercial, Other, Residential","Laura Flaherty","Apr 7, 2022","May 12, 2024, 9:08:47 AM PDT",1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,136685,"false","false","https://parkingreform.org/mandates-map/city_detail/Kingston_ON.html",44.230687,-76.481323,"KingstonONCA","Citywide","Citywide","laptop",0.4,"Kingston, ON","not_special_icon"
"Kingston","NY","US","Kingston adopted a new form-based code on August 2, 2023 that included citywide elimination of off-street parking requirements, except in special districts. The new code also include parking maximums for most uses.","Passed","Eliminate Parking Minimums","Citywide","All Uses","Tanya Garment","Aug 2, 2023","November 28, 2023, 11:47:18 AM PST",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,24069,"false","false","https://parkingreform.org/mandates-map/city_detail/Kingston_NY.html",41.9287812,-74.0023702,"KingstonNYUS","Citywide","Citywide All","city",0.2,"Kingston, NY","not_special_icon"
"Kiowa","KS","US","The CP-2 Planned Central Business District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:07 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,902,"false","false","https://parkingreform.org/mandates-map/city_detail/Kiowa_KS.html",37.0172493,-98.4853539,"KiowaKSUS","City Center","City Center All","city",0.2,"Kiowa, KS","not_special_icon"
"Kirksville","MO","US","Off-street parking is not required for uses permitted in the central business district. The CBD is the area defined as follows: south right-of-way line of Illinois Street, on the north; east of a line which extends parallel and 215 feet west of the centerline of Main Street, on the west; west right-of-way line of High Street, on the east; and north right-of-way line of Jefferson Street, on the south.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial, Residential","Samuel Deetz","","November 28, 2023, 11:47:05 AM PST",0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,17530,"false","false","https://parkingreform.org/mandates-map/city_detail/Kirksville_MO.html",40.1948848,-92.5833939,"KirksvilleMOUS","City Center","City Center","laptop",0.2,"Kirksville, MO","not_special_icon"
"Kirkwood","MO","US","New buildings that are constructed with a depth of less than 24 feet and screen parking from the street are considered liner buildings. When constructed within the Downtown Master Plan Study Area, these buildings are not required to comply with the off-street parking, loading, or queuing lane requirements. Parking requirements may be reduced by up to 5% without needing an administrative waiver or variance approval for all uses, except single-family and two-family dwellings. Parking requirements are also reduced for most commercial and residential uses in the Downtown Master Plan Study Area.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:15 AM PST",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,29461,"false","false","https://parkingreform.org/mandates-map/city_detail/Kirkwood_MO.html",38.5800713,-90.4069177,"KirkwoodMOUS","City Center","City Center All","city",0.2,"Kirkwood, MO","not_special_icon"
"Kissimmee","FL","US","Kissimmee, FL has made the Downtown district exempt from off-street parking requirements. ","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial, Residential","John Hambley","","November 28, 2023, 11:47:04 AM PST",1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,72410,"false","false","https://parkingreform.org/mandates-map/city_detail/Kissimmee_FL.html",28.2918995,-81.4075838,"KissimmeeFLUS","City Center","City Center","laptop",0.2,"Kissimmee, FL","not_special_icon"
"Kitchener","ON","CA","There are no mandates for most uses in the Urban Growth Center zones (large offices being one exemption).","Implemented","Eliminate Parking Minimums","City Center/Business District","Residential, Commercial","","","November 28, 2023, 11:47:04 AM PST",1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,242368,"","","https://parkingreform.org/mandates-map/city_detail/Kitchener_ON.html",43.451291,-80.4927815,"KitchenerONCA","City Center","City Center","laptop",0.7,"Kitchener, ON","not_special_icon"
"Klamath Falls","OR","US","Developers are permitted to not provide parking for all land uses in the Downtown Business Zone if they pay into the parking district fund. The cost is $500 for each 1,000 square feet of gross floor area or $100 per space that would otherwise be required if expanding a use. The Downtown Business Zone is approximately 110 acres of land and are primarily commercial and public facilities. ","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","","","November 28, 2023, 11:47:04 AM PST",1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,21335,"false","false","https://parkingreform.org/mandates-map/city_detail/KlamathFalls_OR.html",42.224867,-121.7816704,"Klamath FallsORUS","City Center","City Center All","city",0.2,"Klamath Falls, OR","not_special_icon"
"Knob Noster","MO","US","Off-street parking is not required in the ""C-4"" Central Business District (CBD) for existing structures. Any new structures must comply with the parking requirements.","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:15 AM PST",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2782,"false","false","https://parkingreform.org/mandates-map/city_detail/KnobNoster_MO.html",38.7666798,-93.5585458,"Knob NosterMOUS","City Center","City Center All","city",0.2,"Knob Noster, MO","not_special_icon"
"Knoxville","TN","US","The DK Downtown Knoxville District is exempt from required parking. Required parking may be reduced by 40% in the C-N Neighborhood Commercial District and by 20% in the C-G-2 General Commercial District and C-G-3 General Commercial District. Off-street parking requirements in any district may be reduced up to 30% from the minimum requirements, provided the development is located within one-fourth of a mile of a transit route. This reduction cannot be coupled with any other parking reduction. Parking maximums apply to all uses.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:18 AM PST",0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,190740,"false","false","https://parkingreform.org/mandates-map/city_detail/Knoxville_TN.html",35.9603948,-83.9210261,"KnoxvilleTNUS","City Center","City Center All","city",0.4,"Knoxville, TN","not_special_icon"
"Koblenz","RP","DE","Parking requirements are reduced by 10-30% based on a zonal proximity to transit and the city center. Parking requirements may be reduced citywide through provision of extra bike parking, the implementation of a mobility concept, or a fee in lieu of parking. Within the pedestrianized zone, parking mandates may be waived for residential and retail uses. Parking maximums apply in the old town district.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums, Parking Maximums","Main Street/Special","Commercial, Residential","Samuel Deetz","","May 2, 2024, 2:52:25 PM PDT",0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,115268,"false","false","https://parkingreform.org/mandates-map/city_detail/Koblenz_RP.html",50.3533278,7.5943951,"KoblenzRPDE","Main Street","Main Street All","laptop",0.4,"Koblenz, RP","not_special_icon"
"Kokomo","IN","US","Off-street parking is not required in the DC Downtown Commercial District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,59604,"false","false","https://parkingreform.org/mandates-map/city_detail/Kokomo_IN.html",40.4864444,-86.1336351,"KokomoINUS","City Center","City Center All","city",0.2,"Kokomo, IN","not_special_icon"
"Kouts","IN","US","Maximum parking applies to dwellings in the R-1 and R-2 districts. When the application of the off-street parking regulations results in a requirement of not more than three spaces on a single lot in any Commercial Zoning District, such parking spaces need not be provided. However, where two or more uses are located on a single lot, only one of these uses may be eligible for the exemption. This exemption does not apply to dwelling units.","Implemented","Parking Maximums, Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:17 AM PST",0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2028,"false","false","https://parkingreform.org/mandates-map/city_detail/Kouts_IN.html",41.3167058,-87.0258594,"KoutsINUS","City Center","City Center","building",0.2,"Kouts, IN","not_special_icon"
"Kronenwetter","WI","US","No site plan may be approved for a multifamily residential or nonresidential use that contains more than 150% of the use's minimum number of required parking spaces, except by conditional use permit.","Implemented","Parking Maximums","Citywide","Multi-Family Residential, Commercial, Industrial, Other","Samuel Deetz","","November 28, 2023, 11:47:16 AM PST",0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,8353,"false","false","https://parkingreform.org/mandates-map/city_detail/Kronenwetter_WI.html",44.8221909,-89.5903989,"KronenwetterWIUS","Citywide","Citywide","laptop",0.2,"Kronenwetter, WI","not_special_icon"
"L'Anse","MI","US","No parking lot may exceed the minimum parking space requirements by ten percent (10%) greater than required except as approved by the Zoning Administrator.","Implemented","Parking Maximums","Citywide","All Uses","Samuel Deetz","","November 28, 2023, 11:47:13 AM PST",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1874,"false","false","https://parkingreform.org/mandates-map/city_detail/L'Anse_MI.html",46.756599,-88.452909,"L'AnseMIUS","Citywide","Citywide All","city",0.2,"L'Anse, MI","not_special_icon"
"La Crescent","MN","US","Commercial uses in the C or CBD Districts have a reduced parking requirement.","Implemented","Reduce Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","January 20, 2024, 8:17:17 PM PST",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,5276,"false","false","https://parkingreform.org/mandates-map/city_detail/LaCrescent_MN.html",43.8280216,-91.3040274,"La CrescentMNUS","City Center","City Center","building",0.2,"La Crescent, MN","not_special_icon"
"La Crosse","WI","US","On March 10, 2022 La Crosse eliminated parking mandates for non-residential uses in Local Business, Commercial, and Community Business zones. Previously La Crosse had no parking requirements in Industrial zones, as well as exemptions for the downtown and uptown areas. In early 2024, the city allowed ADUs without parking and a further reduction or full elimination of parking minimums is proposed.","Implemented","Eliminate Parking Minimums","City Center/Business District, Citywide","Commercial, Industrial, All Uses, Residential","Patrick Siegman","Mar 10, 2022","March 7, 2024, 1:50:05 PM PST",1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,51666,"false","false","https://parkingreform.org/mandates-map/city_detail/LaCrosse_WI.html",43.8014053,-91.2395429,"La CrosseWIUS","Citywide","Citywide All","city",0.2,"La Crosse, WI","not_special_icon"
"La Cygne","KS","US","No parking is required in the C-3 Central Business District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:09 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1050,"false","false","https://parkingreform.org/mandates-map/city_detail/LaCygne_KS.html",38.3500206,-94.7613476,"La CygneKSUS","City Center","City Center All","city",0.2,"La Cygne, KS","not_special_icon"
"La Farge","WI","US","Areas which are located in a fire district as designated on the official map are exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:12 AM PST",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,720,"false","false","https://parkingreform.org/mandates-map/city_detail/LaFarge_WI.html",43.5751362,-90.6394929,"La FargeWIUS","City Center","City Center All","city",0.2,"La Farge, WI","not_special_icon"
